ID,Common Name,Length,Location,MP3 Link
XC841869,Rusty Flowerpiercer,0:46,"Valera (near  Cocachimba), Bongará Province, Amazonas","https://xeno-canto.org/sounds/uploaded/JPBSNBUUEF/XC841869-Rusty-Flowerpiercer,-call,-female,-Cocachimba,-231112-002.mp3"
XC784125,Rusty Flowerpiercer,0:14,"Valera (near  Cocachimba), Provincia de Bongará, Amazonas","https://xeno-canto.org/sounds/uploaded/JPBSNBUUEF/XC784125-Rusty-Flowerpiercer,-calls,-230305-006_060941.mp3"
XC785055,Masked Flowerpiercer,1:09,"Cresta San Lorenzo, Amazonas","https://xeno-canto.org/sounds/uploaded/JPBSNBUUEF/XC785055-Masked-Flowerpiercer,-song,-San-Lorenzo,-09.03.23.mp3"
XC763403,Masked Flowerpiercer,0:23,"Trocha Mono, Reserva Abra Patricia-Alto Nieva, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC763403-Diglossa-cyanea_Owlet_MixPre-1527.mp3
XC824520,Masked Flowerpiercer,0:35,"Cresta San Lorenzo, Amazonas",https://xeno-canto.org/sounds/uploaded/VWCBCAIJUC/XC824520-MixPre-1260_Diglossa_cyanea.mp3
XC763431,Bluish Flowerpiercer,0:03,"Trocha Mono, Reserva Abra Patricia-Alto Nieva, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC763431-Diglossa-caerule_Garcia_MixPre-1605.mp3
XC466513,Orange-fronted Yellow Finch,0:27,"Ilha Marchantaria, Rio Solimoes, Amazonas",https://xeno-canto.org/sounds/uploaded/WOEAFQRMUD/XC466513-Sicalis%20columbianus170920_T1909.mp3
XC466507,Orange-fronted Yellow Finch,0:15,"Ilha Marchantaria, Rio Solimoes, Amazonas",https://xeno-canto.org/sounds/uploaded/WOEAFQRMUD/XC466507-Sicalis%20columbianus170920_T1903.mp3
XC340252,Orange-fronted Yellow Finch,0:07,"Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC340252-Sicalis%20columbiana_Manaus_1402.mp3
XC286587,Orange-fronted Yellow Finch,2:17,"Rio Preto da Eva, Presidente Figuereido, Amazonas",https://xeno-canto.org/sounds/uploaded/WOEAFQRMUD/XC286587-Sicalis%20columbianus150908_T126.mp3
XC286564,Orange-fronted Yellow Finch,0:22,"Rio Preto da Eva, Presidente Figuereido, Amazonas",https://xeno-canto.org/sounds/uploaded/WOEAFQRMUD/XC286564-Sicalis%20columbianus150907_T113.mp3
XC215625,Orange-fronted Yellow Finch,0:16,"Ponta Negra, Manaus,Amazonas State, Brazil",https://xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC215625-SICCOL01.mp3
XC855313,Blue-backed Conebill,0:38,"Balsas District (near  Collonce), Chachapoyas, Amazonas","https://xeno-canto.org/sounds/uploaded/JPBSNBUUEF/XC855313-Blue-backed-Conebill,-03.12.23,-Abra-Barro-Negro,-080101-004.mp3"
XC763478,Blue-backed Conebill,0:06,"Cresta San Lorenzo, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC763478-Conirostrum-siticcolor_San-Lorenzo_MixPre-1677.mp3
XC287415,Bicolored Conebill,1:58,"Careiro, Amazonas",https://xeno-canto.org/sounds/uploaded/WOEAFQRMUD/XC287415-Conirostrum%20bicolor150916_T203.mp3
XC147706,Tawny-bellied Screech Owl,0:05,"Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/JDNMEJOJEQ/XC147706-Megascops_watsonii-%20Ducke%2014%2011%202012%202.mp3
XC147704,Tawny-bellied Screech Owl,0:10,"Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/JDNMEJOJEQ/XC147704-Megascops_watsonii-%20Ducke%2014%2011%202012.mp3
XC537846,Tawny-bellied Screech Owl,0:09,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC537846-2238%20Megascops%20usta%28song_var%29UPP_SMacapa_MUrbano_AC_250717FIG.mp3
XC505150,Tawny-bellied Screech Owl,0:52,"Cirandeira Bela, Manacapuru, Amazonas",https://xeno-canto.org/sounds/uploaded/UTCLOBFQPH/XC505150-LS111080%20Austral%20ScreechOwl.mp3
XC486889,Tawny-bellied Screech Owl,0:11,"Rio Tapajós,Apuí,Amazonas",https://xeno-canto.org/sounds/uploaded/YOXWKYFZAP/XC486889-Megascops%20usta%20DCB%20617-18.mp3
XC393357,Tawny-bellied Screech Owl,0:05,"BDFFP, Amazonas state",https://xeno-canto.org/sounds/uploaded/QCRJBRYRWW/XC393357-Megascops_watsonii2.mp3
XC188626,Tawny-bellied Screech Owl,1:13,"Reserva Florestal Adolpho Ducke, Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/VGXDJMKETZ/XC188626-Megascops%20watsonii%2018-07-2014%2019%20horas%20e%2050%20min..mp3
XC876482,Tawny-bellied Screech Owl,0:23,"Posada Amazonas, Tambopata, Madre de Dios",https://xeno-canto.org/sounds/uploaded/XNSUQRGJPZ/XC876482-2018-11-27-TBSO-song-2112.mp3
XC729218,Tawny-bellied Screech Owl,0:23,"Puerto Nariño, Amazonas",https://xeno-canto.org/sounds/uploaded/OSKPXRIYFW/XC729218-20220506-tawny_bellied_screech_owl.mp3
XC399670,Tawny-bellied Screech Owl,0:59,"Amazonas, La Pedrera, Resguardo Indígena de Camaritagua",https://xeno-canto.org/sounds/uploaded/UAYUTDXXII/XC399670-JPLopez_127_Megascops_watsonii.mp3
XC211285,Tawny-bellied Screech Owl,0:41,"Posada Amazonas, Tambopata, Madre de Dios",https://xeno-canto.org/sounds/uploaded/VLLMNTIBZB/XC211285-20150102_Tambopata_Tawny-belliedScreech-owl_song.mp3
XC203228,Tawny-bellied Screech Owl,1:22,"Junglaven Lodge, Amazonas",https://xeno-canto.org/sounds/uploaded/VROUALCTKG/XC203228-Tawny-bellied%20Screech-Owl%20%28song%2C%20Junglaven%2C%20Venezuela%2C%20mar2009%2C%201%29.mp3
XC119143,Tawny-bellied Screech Owl,0:40,"Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC119143-Megascopus%20watsoni_Presidente%20Figueiredo.MP3
XC409568,Tawny-bellied Screech Owl,0:03,"Uarini, State of Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC409568-Megascops%20usta_Mamiraua_1110.mp3
XC181547,Cinnamon Screech Owl,1:04,La Esperanza-Amazonas,https://xeno-canto.org/sounds/uploaded/JQKXKICBQB/XC181547-080102-010.mp3
XC504712,Tropical Screech Owl,0:42,"AM-354, Km 18, Careiro, Amazonas",https://xeno-canto.org/sounds/uploaded/UTCLOBFQPH/XC504712-LS110870%20Tropical%20ScreechOwl.mp3
XC435859,Tropical Screech Owl,0:19,"Cabo Frio, Amazonas",https://xeno-canto.org/sounds/uploaded/QCRJBRYRWW/XC435859-180626_01%20Megascops%20choliba%20extreme.mp3
XC763438,White-throated Screech Owl,0:35,"Trocha Mono, Reserva Abra Patricia-Alto Nieva, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC763438-Megascops-albogularis_Owlet_MixPre-1575.mp3
XC763408,White-throated Screech Owl,0:39,"Trocha Mono, Reserva Abra Patricia-Alto Nieva, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC763408-Megascops-albogularis_Owlet_MixPre-1573.mp3
XC153650,White-throated Screech Owl,0:22,"West slope Cerro Huicsacunga, Amazonas dept.",https://xeno-canto.org/sounds/uploaded/WOEAFQRMUD/XC153650-Megascops%20albogularis080716_T852.mp3
XC448332,Stygian Owl,0:24,"Huembo, Amazonas",https://xeno-canto.org/sounds/uploaded/EGHCOFEENE/XC448332-Stygian%20owl_01.mp3
XC144156,Stygian Owl,0:16,"Silves, Amazonas",https://xeno-canto.org/sounds/uploaded/VPCOOSQDRP/XC144156-Asio%20stygius%20%282%29.mp3
XC223538,Pacific Pygmy Owl,0:04,"Balsas area, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC223538-Peruvian%20Pygmy-Owl%20B%202934.mp3
XC713443,Ferruginous Pygmy Owl,0:51,"Mocagua island, Leticia, Amazonas, Colombia.",https://xeno-canto.org/sounds/uploaded/WWJLCULTPC/XC713443-STE-024glauccidium.mp3
XC743182,Ferruginous Pygmy Owl,0:45,"Leticia, Leticia, Amazonas",https://xeno-canto.org/sounds/uploaded/SSPKAXLBEU/XC743182-Glaucidium%20braslianum.mp3
XC583037,Short-tailed Swift,0:10,"Tupana lodge, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC583037-Chaetura_Tupana_1043.mp3
XC431889,Short-tailed Swift,0:12,"Humaitá, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC431889-Chaetura%20brachyura_Humaita_1272.mp3
XC220821,Short-tailed Swift,0:35,"Sao Gabriel da Cachoeira area, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC220821-Short-tailed%20Swift%20C%203187.mp3
XC316950,Short-tailed Swift,0:11,"Anavilhanas Archipelago, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC316950-Chaetura%20brachyura_Novo%20Airao_1025.mp3
XC613820,Short-tailed Swift,0:21,"Puerto Nariño, Amazonas",https://xeno-canto.org/sounds/uploaded/IERLFCCTTZ/XC613820-short%20tailed%20swift_amacayacu.mp3
XC536685,Chapman's Swift,0:32,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC536685-2139%20Chaetura%20viridipennis%20%28flight%20calls%29_UPP_SeringalMacapa_Pauini_AM_270617_FIG.mp3
XC536684,Pale-rumped Swift,1:00,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC536684-2138%20Chaetura%20egregia%20%28flight%20calls%29_UPA07_SeringalMacapa_Pauini_AM_240617_FIG.mp3
XC431884,Pale-rumped Swift,0:17,"Canutama, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC431884-Chaetura%20egregia_Humaita_1296.mp3
XC537662,Grey-rumped Swift,0:13,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC537662-2222%20Chaetura%20cinereiventris%28flight%20calls%29DOF_SMacapa_MUrbano_AC_210717FIG.mp3
XC535897,Grey-rumped Swift,0:28,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC535897-1656%20Chaetura%20cinereiventris%20%28flight%20calls%29Boca_do_Acre_Pauini_AM_240516_FIG.mp3
XC316974,Grey-rumped Swift,0:05,"Novo Airão, State of Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC316974-Chaetura%20cineireventris_Novo%20Air%C3%A3o_1057.mp3
XC589236,Rufous Potoo,0:47,"Novo Airão, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC589236-Nyctibius%20bracteatus_Novo%20Airao_1057.mp3
XC336660,Rufous Potoo,0:26,"Ducke Reserve, Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC336660-Nyctibius%20bracteatus_Manaus_1381.mp3
XC393361,Rufous Potoo,0:05,"BDFFP, Amazonas state",https://xeno-canto.org/sounds/uploaded/QCRJBRYRWW/XC393361-Nyctibius_bracteatus.mp3
XC345706,Rufous Potoo,1:13,"Novo Airão, Amazonas",https://xeno-canto.org/sounds/uploaded/UTCLOBFQPH/XC345706-LS110563%20Rufous%20Potoo.mp3
XC287288,Rufous Potoo,1:45,"PN Jau 2, State of Amazonas",https://xeno-canto.org/sounds/uploaded/WOEAFQRMUD/XC287288-Nyctibius%20bracteatus150914_T171.mp3
XC269318,Rufous Potoo,3:01,"Reserva Florestal Adolpho Ducke, Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/PVVQTVACLV/XC269318-150730-054152%20Nyctibius%20bracteatus.mp3
XC584128,Rufous Potoo,0:38,"Borba, State of Amazonas",https://xeno-canto.org/sounds/uploaded/TUELOQHCHK/XC584128-Nyctibius_bracteatus.mp3
XC284471,Rufous Potoo,0:54,"Reserva Florestal Adolpho Ducke, Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/BZVYBRUAAE/XC284471-Rufous%20Potoo%20Ducke%20Reserve%20Manaus%20AM%2031%20July%202015.mp3
XC441341,White-winged Potoo,0:07,"Iranduba, State of Amazonas",https://xeno-canto.org/sounds/uploaded/IHARILVYMM/XC441341-NYC_LEU.mp3
XC316978,White-winged Potoo,1:05,"Novo Airão, Novo Airão, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC316978-Nyctibius%20leucopterus_Novo%20Air%C3%A3o_1062.mp3
XC287292,White-winged Potoo,0:18,"PN Jau 2, State of Amazonas",https://xeno-canto.org/sounds/uploaded/WOEAFQRMUD/XC287292-Nyctibius%20leucopterus150914_T175.mp3
XC287291,White-winged Potoo,0:06,"PN Jau 2, State of Amazonas",https://xeno-canto.org/sounds/uploaded/WOEAFQRMUD/XC287291-Nyctibius%20leucopterus150914_T174.mp3
XC441601,White-winged Potoo,0:18,"Cabo Frio, Amazonas",https://xeno-canto.org/sounds/uploaded/QCRJBRYRWW/XC441601-180629_02%20Nyctibius%20leucopterus%20call.mp3
XC393360,Common Potoo,0:09,"BDFFP, Amazonas state",https://xeno-canto.org/sounds/uploaded/QCRJBRYRWW/XC393360-Nyctibius_griseus.mp3
XC537851,Long-tailed Potoo,0:03,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC537851-2243%20Nyctibius%20aethereus%20%28calls%20in%20rep%20pb%29DOF_SMacapa_MUrbano_AC_210717FIG.mp3
XC876481,Great Potoo,0:32,"Posada Amazonas, Tambopata, Madre de Dios",https://xeno-canto.org/sounds/uploaded/XNSUQRGJPZ/XC876481-2018-11-27-Great-Potoo-song-1815.mp3
XC537497,Great Potoo,0:16,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC537497-2175%20Nyctibius%20grandis%28song%29UPA02_SeringalMacapa_Pauini_AM_260617_FIG.mp3
XC119215,Great Potoo,0:24,"Careiro, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC119215-Nictibius%20grandis_Manaquiri.MP3
XC537652,Silky-tailed Nightjar,0:29,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC537652-2214%20Antrostomus%20sericocaudatus%20%28song%29UPA7_SMacapa_MUrbano_AC_220717FIG.mp3
XC202743,Rufous Nightjar,0:12,"Junglaven Lodge, Amazonas",https://xeno-canto.org/sounds/uploaded/VROUALCTKG/XC202743-Rufous%20Nightjar%20%28song%2C%20Junglaven%2C%20Venezuela%2C%20mar2009%2C%201%29.mp3
XC220374,Rufous Nightjar,0:15,"Junglaven area, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC220374-Rufous%20Nightjar%20C%203064.mp3
XC494090,Rufous Nightjar,0:08,"Presidente Figueiredo, Amazonas",https://xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC494090-3-8-2019%206e48%20JOAO%20CORTA%20PAU%20jacaracu%20choca%20arapacu%20icognitas.mp3
XC537853,Ocellated Poorwill,0:26,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC537853-2244%20Nyctiphrynus%20ocellatus%20%28song%29UPP_SMacapa_MUrbano_AC_250717FIG.mp3
XC316954,Ladder-tailed Nightjar,0:07,"Anavilhanas Archipelago, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC316954-Hydropsalis%20climacocerca_Novo%20Air%C3%A3o_1017.mp3
XC264449,Ladder-tailed Nightjar,0:23,Amazonas: 'Junglaven Jungle Camp',https://xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/XC264449-48.017.03.Ladder-tailed_Nightjar.mp3
XC284926,Ladder-tailed Nightjar,0:18,"Carauari, State of Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC284926-Hydropsalis%20climacocerca_1662.mp3
XC210058,White-tailed Nightjar,0:03,"Junglaven Lodge, Amazonas",https://xeno-canto.org/sounds/uploaded/VROUALCTKG/XC210058-White-tailed%20Nightjar%20%28wing%20clapping%2C%20Junglaven%2C%20Venezuela%2C%20mar2009%2C%201%29.mp3
XC210057,White-tailed Nightjar,0:22,"Junglaven Lodge, Amazonas",https://xeno-canto.org/sounds/uploaded/VROUALCTKG/XC210057-White-tailed%20Nightjar%20%28call%2C%20Junglaven%2C%20Venezuela%2C%20mar2009%2C%201%29.mp3
XC180525,Swallow-tailed Nightjar,0:44,"Calla Calla to Leymebamba, Amazonas",https://xeno-canto.org/sounds/uploaded/PWDLINYMKL/XC180525-Swallow-tailed%20NightjarCL12014.mp3
XC188551,Pauraque,0:54,"Reserva Florestal Adolpho Ducke, Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/VGXDJMKETZ/XC188551-Hydropsalis%20albicollis%2018-07-2014%2019%20horas.mp3
XC148609,Pauraque,0:10,"Silves, Amazonas",https://xeno-canto.org/sounds/uploaded/VPCOOSQDRP/XC148609-Nyctidromus%20albicolis%20.mp3
XC537498,Pauraque,0:48,"Purus River, Boca do Acre, State of Amazonas",https://xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC537498-2176%20Nyctidromus%20albicollis%20albicollis%20%28song%29UPA02_SeringalMacapa_Pauini_AM_260617_FIG.mp3
XC340145,Pauraque,0:10,"Iranduba, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC340145-Hydropsalis%20albicollis_Iranduba_1413.mp3
XC316963,Band-tailed Nighthawk,0:08,"Anavilhanas Archipelago, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC316963-Nyctiprogne%20leucopyga_Novo%20Air%C3%A3o_1016.mp3
XC286983,Band-tailed Nighthawk,1:25,"Ihlas Anavilhanas, Rio Negro, State of Amazonas",https://xeno-canto.org/sounds/uploaded/WOEAFQRMUD/XC286983-Nyctiprogne%20leucopyga150912_T146.mp3
XC286982,Band-tailed Nighthawk,1:29,"Ihlas Anavilhanas, Rio Negro, State of Amazonas",https://xeno-canto.org/sounds/uploaded/WOEAFQRMUD/XC286982-Nyctiprogne%20leucopyga150912_T145.mp3
XC123917,Rufous-bellied Nighthawk,0:23,"Bosque Berlín, Bagua Grande, Utcubamba, Amazonas Region",https://xeno-canto.org/sounds/uploaded/FFIZXZMUZH/XC123917-L%20rufiventris.mp3
XC609917,Short-tailed Nighthawk,0:07,"Reserva Florestal Adolfo Ducke, Manaus, State of Amazonas",https://xeno-canto.org/sounds/uploaded/RRWZBOEAFY/XC609917-XXLurocalisXDuckeTape29.mp3
XC393362,Short-tailed Nighthawk,0:04,"BDFFP, Amazonas state",https://xeno-canto.org/sounds/uploaded/QCRJBRYRWW/XC393362-Lurocalis_semitorquatus.mp3
XC225233,Short-tailed Nighthawk,0:07,"Iracema falls, Presidente Figueiredo, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC225233-Short-tailed%20Nighthawk%20B%202994.mp3
XC225232,Short-tailed Nighthawk,0:04,"Iracema falls, Presidente Figueiredo, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC225232-Short-tailed%20Nighthawk%20B%202993.mp3
XC466539,Ferruginous Pygmy Owl,3:08,"Iranduba, Amazonas",https://xeno-canto.org/sounds/uploaded/WOEAFQRMUD/XC466539-Glaucidium%20brasilianum170926_T1930scold.mp3
XC328493,Ferruginous Pygmy Owl,0:18,"Iranduba, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC328493-Glaucidium%20brasilianum_Iranduba_1319.mp3
XC206793,Ferruginous Pygmy Owl,1:01,"Carauari, State of Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC206793-Glaucidium%20brasilianum_Monte%20Carmelo_1077.mp3
XC386862,Amazonian Pygmy Owl,0:05,"Close to Ramal do Pau Rosa, Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/CFRYARSVHN/XC386862-STE-034%20cabur%C3%A9%20da%20amaz%C3%B4nia%20xc.mp3
XC393359,Amazonian Pygmy Owl,0:33,"BDFFP, Amazonas state",https://xeno-canto.org/sounds/uploaded/QCRJBRYRWW/XC393359-Glaucidium_hardyi.mp3
XC223515,Amazonian Pygmy Owl,1:13,"Iracema falls, Presidente Figueiredo, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC223515-Amazonian%20Pygmy-Owl%20A%202893.mp3
XC223514,Amazonian Pygmy Owl,1:59,"Iracema falls, Presidente Figueiredo, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC223514-Amazonian%20Pygmy-Owl%20A%202891.mp3
XC147703,Amazonian Pygmy Owl,0:30,"Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/JDNMEJOJEQ/XC147703-Glaucidium_hardyi%20Ducke%2013%2011%202012.mp3
XC789336,Amazonian Pygmy Owl,0:25,"Humaitá, Amazonas",https://xeno-canto.org/sounds/uploaded/AUJTABUQWE/XC789336-220328_0237_Amazonian_Pygmy-Owl.mp3
XC357142,Amazonian Pygmy Owl,0:40,"Silves, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC357142-Glaucidium%20hardy_Itapiranga_1227.mp3
XC223518,Amazonian Pygmy Owl,0:50,"Iracema falls, Presidente Figueiredo, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC223518-Amazonian%20Pygmy-Owl%20B%202892.mp3
XC223517,Amazonian Pygmy Owl,0:51,"Iracema falls, Presidente Figueiredo, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC223517-Amazonian%20Pygmy-Owl%20B%202890.mp3
XC223516,Amazonian Pygmy Owl,0:32,"Iracema falls, Presidente Figueiredo, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC223516-Amazonian%20Pygmy-Owl%20B%202889.mp3
XC205658,Amazonian Pygmy Owl,0:52,"Reserva Florestal Adolpho Ducke, Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/YIQSVPAMDQ/XC205658-Amazonian%20Pygmy%20Owl_ducke_dreyer.mp3
XC188541,Amazonian Pygmy Owl,1:02,"Reserva Florestal Adolpho Ducke, Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/VGXDJMKETZ/XC188541-Glaucidium%20hardii%2018-07-2014%2016%20horas.mp3
XC119117,Amazonian Pygmy Owl,0:16,"Manaus, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC119117-Glaucidium%20hardy_Presidente%20Figueiredo.MP3
XC839671,Yungas Pygmy Owl,1:30,,"https://xeno-canto.org/sounds/uploaded/JPBSNBUUEF/XC839671-Yungas-Pygmy-Owl,-San-Lorenzo,-231031-022_034014.mp3"
XC784556,Yungas Pygmy Owl,1:08,"Cresta San Lorenzo, Amazonas","https://xeno-canto.org/sounds/uploaded/JPBSNBUUEF/XC784556-Yungas-Pygmy-Owl,-San-Lorenzo,-230307-009_022555.mp3"
XC608560,Yungas Pygmy Owl,1:14,"Amazonas: between Leimebamba and Abra Barro Negro, 3300 m",https://xeno-canto.org/sounds/uploaded/FPAGKPAQYO/XC608560-Yungas%20Pygmy-Owl_BarroNegro_Pe_12aug2013_FSchmitt.mp3
XC223523,Yungas Pygmy Owl,0:55,"Abra Barra Negro, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC223523-Andean%20Pygmy-Owl%20B%202862.mp3
XC223522,Yungas Pygmy Owl,0:52,"Abra Barra Negro, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC223522-Andean%20Pygmy-Owl%20B%202861.mp3
XC841345,Long-whiskered Owlet,1:34,"Yambrasbamba District (near  Yambrasbamba), Bongará Province, Amazonas","https://xeno-canto.org/sounds/uploaded/JPBSNBUUEF/XC841345-Long-whiskered-Owlet,-Yambrasbamba,-231109-010.mp3"
XC785994,Long-whiskered Owlet,0:38,"Yambrasbamba District (near  Yambrasbamba), Bongará Province, Amazonas","https://xeno-canto.org/sounds/uploaded/JPBSNBUUEF/XC785994-Long-whiskered-Owlet1,-Yambrasbamba,-11.03.23.mp3"
XC785997,Long-whiskered Owlet,0:40,"Yambrasbamba District (near  Yambrasbamba), Bongará Province, Amazonas","https://xeno-canto.org/sounds/uploaded/JPBSNBUUEF/XC785997-Long-whiskered-Owlet,-song,-230313-001.mp3"
XC763423,Long-whiskered Owlet,0:32,"Trocha Mono, Reserva Abra Patricia-Alto Nieva, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC763423-Xenoglaux-loweryi_Owlet_MixPre-1570.mp3
XC215508,Red-capped Cardinal,0:49,"Anavilhanas Archipelago, Amazonas",https://xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC215508-NYCLEU03.mp3
XC743115,Red-capped Cardinal,1:29,"Leticia, Leticia, Amazonas",https://xeno-canto.org/sounds/uploaded/SSPKAXLBEU/XC743115-Paroaria%20gularis%20220804%20VI.mp3
XC119293,Red-capped Cardinal,0:27,"Presidente Figueiredo, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC119293-Paroaria%20gularis_Balbina.MP3
XC227222,Masked Cardinal,0:06,"Orinoco river islands, Amazonas",https://xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC227222-Red-capped%20Cardinal%20%2015883.mp3
XC486880,Magpie Tanager,1:23,"Rio Tapajós,Apuí,Amazonas",https://xeno-canto.org/sounds/uploaded/YOXWKYFZAP/XC486880-Cissopis%20leverianus%20DCB%20617-10.mp3
XC264835,Orange-throated Tanager,0:34,"Amazonas: Peñas Blancas (not located), ca. 30 km SW of Urakusa",https://xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/XC264835-78.093.02.Orange-throated_Tanager.mp3
XC264834,Orange-throated Tanager,0:15,"Amazonas: Peñas Blancas (not located), ca. 30 km SW of Urakusa",https://xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/XC264834-78.093.01.Orange-throated_Tanager.mp3
XC276643,Orange-throated Tanager,1:14,"Amazonas: Peñas Blancas (not located), ca. 30 km SW of Urakusa",https://xeno-canto.org/sounds/uploaded/GTTLRDCZWR/XC276643-Wetmorethraupis_sterrhopteron84cut3A.mp3
XC276642,Orange-throated Tanager,2:05,"Amazonas: Peñas Blancas (not located), ca. 30 km SW of Urakusa",https://xeno-canto.org/sounds/uploaded/GTTLRDCZWR/XC276642-Wetmorethraupis_sterrhopteron83cut1A.mp3
XC276641,Orange-throated Tanager,0:30,"Amazonas: Peñas Blancas (not located), ca. 30 km SW of Urakusa",https://xeno-canto.org/sounds/uploaded/GTTLRDCZWR/XC276641-Wetmorethraupis_sterrhopteron82cut2A.mp3
XC824517,Lacrimose Mountain Tanager,0:13,"Cresta San Lorenzo, Amazonas",https://xeno-canto.org/sounds/uploaded/VWCBCAIJUC/XC824517-MixPre-1259_Anysognatus_lacrymosus.mp3
XC763472,Lacrimose Mountain Tanager,0:11,"Cresta San Lorenzo, Amazonas",https://xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC763472-Anysognathus-lachrymosus_San-Lorenzo_MixPre-1673.mp3
